DATE,GDP,Real GDP,Base Money,GDPDEF,CPIAUCSL,GDP Deflator
1947-01-01,243.16400000000002,2033.0610000000001,33.707,11.96,21.48,11.960487166887763
1947-04-01,245.968,2027.639,33.153,12.130999999999998,22.0,12.130758976326653
1947-07-01,249.585,2023.4520000000002,33.409,12.335,22.23,12.334614312570794
1947-10-01,259.745,2055.103,34.12,12.639000000000001,22.91,12.639025878508278
1948-01-01,265.742,2086.0170000000003,34.144,12.739,23.68,12.739205864573492
1948-04-01,272.567,2120.45,33.001999999999995,12.854000000000001,23.82,12.854205475252897
1948-07-01,279.19599999999997,2132.598,33.222,13.092,24.4,13.091825088460176
1948-10-01,280.366,2134.981,33.554,13.132,24.31,13.13201382120028
1949-01-01,275.034,2105.562,33.335,13.062000000000001,24.01,13.062260812077724
1949-04-01,271.351,2098.38,32.59,12.931,23.92,12.931451881927963
1949-07-01,272.889,2120.044,32.893,12.872,23.7,12.871855489791722
1949-10-01,270.627,2102.251,33.008,12.873,23.67,12.873201154381658
1950-01-01,280.828,2184.8720000000003,33.033,12.853,23.51,12.853293007553756
1950-04-01,290.383,2251.507,32.483000000000004,12.897,23.65,12.89727280439279
1950-07-01,308.153,2338.514,32.734,13.177,24.07,13.177299772419579
1950-10-01,319.945,2383.291,33.119,13.425,24.5,13.42450418350088
1951-01-01,336.0,2415.66,33.43,13.909,25.38,13.909242194679717
1951-04-01,344.09,2457.5170000000003,33.358000000000004,14.002,25.92,14.001530813418583
1951-07-01,351.385,2508.166,33.876999999999995,14.01,25.91,14.009638915446585
1951-10-01,356.17800000000005,2513.69,34.705,14.17,26.16,14.169527666498258
1952-01-01,359.82,2540.55,35.21,14.163,26.45,14.163074924721023
1952-04-01,361.03,2546.022,34.61,14.18,26.46,14.180160265700767
1952-07-01,367.70099999999996,2564.401,35.45,14.339,26.68,14.33867012218448
1952-10-01,380.81199999999995,2648.6209999999996,35.961,14.378,26.69,14.37774600443023
1953-01-01,387.98,2697.855,36.465,14.380999999999998,26.64,14.381054578544807
1953-04-01,391.749,2718.7090000000003,35.83,14.409,26.69,14.40937592070354
1953-07-01,391.171,2703.4109999999996,36.556,14.47,26.79,14.469534968970684
1953-10-01,385.97,2662.482,36.775999999999996,14.497,26.95,14.496623826940427
1954-01-01,385.345,2649.755,37.083,14.543,26.94,14.542665265279242
1954-04-01,386.121,2652.643,36.159,14.556,26.86,14.556086137486272
1954-07-01,390.996,2682.6009999999997,36.611,14.575,26.86,14.575257371483872
1954-10-01,399.73400000000004,2735.091,36.983000000000004,14.615,26.72,14.615016465631308
1955-01-01,413.07300000000004,2813.212,37.107,14.683,26.77,14.683322835250243
1955-04-01,421.532,2858.988,36.641999999999996,14.744000000000002,26.79,14.744098261342826
1955-07-01,430.221,2897.598,37.085,14.847000000000001,26.76,14.847504726328498
1955-10-01,437.092,2914.993,37.29,14.995,26.82,14.994615767516423
1956-01-01,439.746,2903.671,37.518,15.144,26.83,15.14448434412852
1956-04-01,446.01,2927.665,37.022,15.234000000000002,26.93,15.23432496545882
1956-07-01,451.191,2925.035,37.492,15.425,27.29,15.42514875890374
1956-10-01,460.463,2973.179,37.611999999999995,15.487,27.51,15.487227644215166
1957-01-01,469.779,2992.219,37.96,15.7,27.67,15.700020620148457
1957-04-01,472.025,2985.663,37.468,15.81,27.93,15.809721324878259
1957-07-01,479.49,3014.9190000000003,37.948,15.904000000000002,28.19,15.903909856284695
1957-10-01,474.86400000000003,2983.7270000000003,37.869,15.915,28.32,15.915128964546687
1958-01-01,467.54,2906.2740000000003,37.993,16.087,28.64,16.087264999790108
1958-04-01,471.978,2925.3790000000004,37.78,16.134,28.94,16.133909486599855
1958-07-01,485.841,2993.0679999999998,38.64,16.232,28.89,16.232207220150027
1958-10-01,499.555,3063.085,38.615,16.309,28.91,16.308884670193613
1959-01-01,510.33,3121.9359999999997,38.994,16.347,29.01,16.346587502114073
1959-04-01,522.653,3192.38,38.61,16.372,28.98,16.37189181739016
1959-07-01,525.034,3194.653,39.265,16.435,29.15,16.434773980147455
1959-10-01,528.6,3203.759,39.175,16.499000000000002,29.35,16.499368398184757
1960-01-01,542.648,3275.757,39.423,16.566,29.37,16.565575529564615
1960-04-01,541.08,3258.0879999999997,38.646,16.607,29.54,16.607286236590298
1960-07-01,545.604,3274.0290000000005,39.327,16.665,29.55,16.66460498669987
1960-10-01,540.197,3232.009,39.562,16.714000000000002,29.75,16.713969546495694
1961-01-01,545.018,3253.8259999999996,39.966,16.75,29.84,16.750065922394132
1961-04-01,555.545,3309.059,39.318000000000005,16.789,29.81,16.78860969236269
1961-07-01,567.664,3372.5809999999997,40.005,16.832,29.92,16.8317380664838
1961-10-01,580.612,3438.7209999999995,40.555,16.885,29.98,16.884533522783617
1962-01-01,594.013,3500.054,41.242,16.972,30.04,16.97153815341135
1962-04-01,600.366,3531.683,40.900999999999996,16.999000000000002,30.21,16.999430583095933
1962-07-01,609.0269999999999,3575.07,41.755,17.035,30.22,17.03538671970059
1962-10-01,612.28,3586.827,41.985,17.07,30.38,17.070240633295107
1963-01-01,621.672,3625.9809999999998,42.753,17.145,30.44,17.144932640297895
1963-04-01,629.752,3666.6690000000003,42.566,17.175,30.48,17.175043615881332
1963-07-01,644.444,3747.278,43.757,17.198,30.69,17.197656538959745
1963-10-01,653.938,3771.845,44.045,17.337,30.75,17.337350819028885
1964-01-01,669.822,3851.366,45.132,17.392,30.94,17.391803323807707
1964-04-01,678.674,3893.296,44.9,17.432000000000002,30.95,17.431862360324004
1964-07-01,692.0310000000001,3954.1209999999996,46.083,17.502,31.02,17.501512978484982
1964-10-01,697.319,3966.335,46.675,17.581,31.12,17.580940591251114
1965-01-01,717.79,4062.3109999999997,47.638999999999996,17.67,31.28,17.669498962536352
1965-04-01,730.191,4113.629,47.492,17.750999999999998,31.38,17.750531221945394
1965-07-01,749.323,4205.085999999999,48.638999999999996,17.819000000000003,31.58,17.81944530979866
1965-10-01,771.857,4301.973,49.333999999999996,17.942,31.65,17.941930365439298
1966-01-01,795.7339999999999,4406.693,50.603,18.057000000000002,31.88,18.057395874865797
1966-04-01,804.9810000000001,4421.747,50.543,18.205,32.28,18.205044295840537
1966-07-01,819.638,4459.195,51.766999999999996,18.381,32.45,18.380851252300022
1966-10-01,833.302,4495.777,51.768,18.535,32.85,18.53521649316681
1967-01-01,844.17,4535.590999999999,52.996,18.612000000000002,32.9,18.612127945398957
1967-04-01,848.9830000000001,4538.37,52.864,18.707,33.1,18.706782391034668
1967-07-01,865.2330000000001,4581.309,54.246,18.886,33.4,18.886152407532432
1967-10-01,881.439,4615.853,54.967,19.096,33.7,19.095907083696122
1968-01-01,909.387,4709.9929999999995,56.43,19.308,34.1,19.307608312793672
1968-04-01,934.3439999999999,4788.688,56.287,19.511,34.4,19.51148205938662
1968-07-01,950.825,4825.799,57.816,19.703,34.9,19.70295488892099
1968-10-01,968.03,4844.779,58.619,19.980999999999998,35.3,19.980890769217748
1969-01-01,993.337,4920.605,60.403,20.187,35.7,20.18729404209442
1969-04-01,1009.02,4935.564,59.61600000000001,20.444000000000003,36.3,20.443864166283728
1969-07-01,1029.9560000000001,4968.164000000001,60.722,20.730999999999998,36.8,20.731119182055988
1969-10-01,1038.147,4943.935,61.248999999999995,20.998,37.3,20.998395003170547
1970-01-01,1051.2,4936.594,62.909,21.294,37.9,21.294033902727268
1970-04-01,1067.375,4943.6,62.662,21.590999999999998,38.5,21.59104701027591
1970-07-01,1086.059,4989.159000000001,64.337,21.768,38.9,21.76837819760805
1970-10-01,1088.608,4935.693,65.33,22.055999999999997,39.4,22.055828837004242
1971-01-01,1135.156,5069.746,67.398,22.391,39.9,22.390786441766508
1971-04-01,1156.271,5097.179,67.585,22.685,40.1,22.684528049731036
1971-07-01,1177.675,5139.128,69.852,22.916,40.6,22.915852650488567
1971-10-01,1190.297,5151.245,70.324,23.107,40.9,23.10697705117889
1972-01-01,1230.609,5245.974,72.361,23.458000000000002,41.2,23.458160486498787
1972-04-01,1266.369,5365.045,72.65,23.604,41.5,23.604070422522085
1972-07-01,1290.566,5415.7119999999995,74.665,23.83,41.8,23.830033797956762
1972-10-01,1328.904,5506.396,75.729,24.134,42.2,24.13382546406034
1973-01-01,1377.49,5642.669,78.822,24.412,42.7,24.412029130186443
1973-04-01,1413.8870000000002,5704.098000000001,79.39,24.787,43.7,24.787214385166592
1973-07-01,1433.838,5674.1,81.87899999999999,25.27,44.2,25.269875398741647
1973-10-01,1476.289,5727.96,82.40299999999999,25.773000000000003,45.6,25.77338179735892
1974-01-01,1491.2089999999998,5678.713000000001,85.272,26.26,46.8,26.259629602693423
1974-04-01,1530.056,5692.21,86.24600000000001,26.88,48.1,26.879823478051584
1974-07-01,1560.026,5638.411,88.779,27.668000000000003,49.3,27.66783052884935
1974-10-01,1599.6789999999999,5616.526,89.65700000000001,28.482,51.0,28.481645059597337
1975-01-01,1616.116,5548.156,92.134,29.129,52.3,29.12888534496867
1975-04-01,1651.8529999999998,5587.8,92.507,29.561999999999998,53.0,29.561777443716664
1975-07-01,1709.82,5683.444,94.76899999999999,30.084,54.0,30.084223579927944
1975-10-01,1761.8310000000001,5759.972,95.057,30.587,54.9,30.58749243919936
1976-01-01,1820.487,5889.5,97.462,30.910999999999998,55.8,30.910722472196284
1976-04-01,1852.332,5932.710999999999,98.565,31.221999999999998,56.1,31.22235349067231
1976-07-01,1886.558,5965.265,100.602,31.625999999999998,57.0,31.625719896769045
1976-10-01,1934.273,6008.504,101.584,32.192,57.9,32.192256175580475
1977-01-01,1988.648,6079.494000000001,105.06299999999999,32.711,58.7,32.71074862480331
1977-04-01,2055.909,6197.686,105.53299999999999,33.172,60.0,33.172203302974694
1977-07-01,2118.473,6309.514,108.736,33.576,60.8,33.57585069151126
1977-10-01,2164.27,6309.651999999999,110.249,34.301,61.6,34.300940844281115
1978-01-01,2202.76,6329.791,114.204,34.8,62.7,34.799885177883446
1978-04-01,2331.633,6574.39,114.861,35.465,63.9,35.46538918439581
1978-07-01,2395.053,6640.496999999999,118.891,36.067,65.5,36.067375679862515
1978-10-01,2476.949,6729.755,120.661,36.806,67.1,36.80593127090065
1979-01-01,2526.61,6741.854,123.9,37.476,68.5,37.476486438300206
1979-04-01,2591.2470000000003,6749.063,123.73100000000001,38.394,70.6,38.394174124615525
1979-07-01,2667.565,6799.2,127.316,39.234,73.0,39.23351276620779
1979-10-01,2723.883,6816.203,129.996,39.961999999999996,75.2,39.96188200380769
1980-01-01,2789.842,6837.641,133.425,40.801,78.0,40.80123539682765
1980-04-01,2797.3520000000003,6696.753000000001,133.715,41.772,80.9,41.77176610814226
1980-07-01,2856.4829999999997,6688.794,137.429,42.705,82.6,42.70550117106312
1980-10-01,2985.5570000000002,6813.535,140.468,43.818000000000005,84.7,43.81803278327624
1981-01-01,3124.2059999999997,6947.0419999999995,142.114,44.972,87.2,44.97174480879776
1981-04-01,3162.532,6895.559,144.118,45.863,89.1,45.86331579499211
1981-07-01,3260.6090000000004,6978.135,147.179,46.726000000000006,91.5,46.72608082245471
1981-10-01,3280.8179999999998,6902.105,147.481,47.534,93.4,47.53358576839964
1982-01-01,3274.302,6794.878000000001,151.97899999999998,48.188,94.4,48.1877967492573
1982-04-01,3331.972,6825.876,152.886,48.81399999999999,95.0,48.81383722763203
1982-07-01,3366.322,6799.781,156.993,49.506,97.5,49.50632968914734
1982-10-01,3402.5609999999997,6802.496999999999,160.07299999999998,50.019,98.1,50.01929438557635
1983-01-01,3473.413,6892.144,164.718,50.397,97.9,50.39669803764982
1983-04-01,3578.848,7048.982,169.017,50.771,98.8,50.771132625959325
1983-07-01,3689.179,7189.896,174.80200000000002,51.31100000000001,99.8,51.31060310190857
1983-10-01,3794.7059999999997,7339.893,177.64,51.7,100.8,51.699745486753
1984-01-01,3908.054,7483.371,183.31099999999998,52.223,102.1,52.22317589225497
1984-04-01,4009.6009999999997,7612.668000000001,185.294,52.67,103.3,52.67011512915051
1984-07-01,4084.25,7686.059,190.391,53.138000000000005,104.1,53.13841592941194
1984-10-01,4148.5509999999995,7749.151,189.609,53.536,105.1,53.53555505628938
1985-01-01,4230.168,7824.246999999999,194.94400000000002,54.065,105.7,54.06485761505229
1985-04-01,4294.887,7893.1359999999995,196.262,54.413000000000004,107.0,54.412935492306225
1985-07-01,4386.773,8013.674,203.96099999999998,54.74100000000001,107.7,54.74109628118139
1985-10-01,4444.094,8073.2390000000005,206.11,55.047,108.5,55.047224540237195
1986-01-01,4507.894,8148.603,211.77599999999998,55.321000000000005,109.9,55.32106546361383
1986-04-01,4545.34,8185.303000000001,214.52900000000002,55.531000000000006,108.7,55.53050387994188
1986-07-01,4607.669,8263.639000000001,222.99400000000003,55.758,109.5,55.75835294838024
1986-10-01,4657.627,8308.021,224.99200000000002,56.062,110.2,56.061810628548
1987-01-01,4722.156,8369.93,235.38299999999998,56.418,111.4,56.41810624461614
1987-04-01,4806.16,8460.233,237.248,56.809,112.7,56.80883729797985
1987-07-01,4884.555,8533.635,242.832,57.239,113.8,57.23885542327508
1987-10-01,5007.994000000001,8680.162,245.188,57.695,115.0,57.694706619530834
1988-01-01,5073.372,8725.006,252.622,58.147,116.0,58.14749009914721
1988-04-01,5190.036,8839.641,255.937,58.713,117.2,58.71319887312166
1988-07-01,5282.835,8891.435,263.0,59.415,118.5,59.41487510171306
1988-10-01,5399.509,9009.913,262.126,59.928999999999995,119.9,59.928536490862896
1989-01-01,5511.253000000001,9101.508,269.147,60.553000000000004,121.2,60.55318525237796
1989-04-01,5612.463000000001,9170.976999999999,269.4,61.198,123.1,61.19809263505951
1989-07-01,5695.365,9238.923,273.60200000000003,61.645,124.5,61.64533463478372
1989-10-01,5747.236999999999,9257.128,272.17,62.083999999999996,125.4,62.08444995035176
1990-01-01,5872.701,9358.289,280.297,62.754,127.5,62.75400342947306
1990-04-01,5960.028,9392.251,285.611,63.457,128.9,63.45686460040304
1990-07-01,6015.116,9398.499,291.966,64.001,130.5,64.00081544936059
1990-10-01,6004.733,9312.937,296.714,64.477,133.4,64.47732868803901
1991-01-01,6035.178000000001,9269.367,307.878,65.109,134.7,65.10884723843603
1991-04-01,6126.861999999999,9341.642,314.249,65.587,135.1,65.58656390386186
1991-07-01,6205.937,9388.845,320.285,66.09899999999999,136.2,66.09904626181388
1991-10-01,6264.54,9421.565,322.144,66.492,137.2,66.49150114657172
1992-01-01,6363.102,9534.346,332.73199999999997,66.73899999999999,138.3,66.73873593427385
1992-04-01,6470.763000000001,9637.732,340.994,67.14,139.4,67.13989349361448
1992-07-01,6566.641,9732.979,348.392,67.468,140.5,67.46794583652138
1992-10-01,6680.803000000001,9834.51,358.155,67.932,141.7,67.93224065052556
1993-01-01,6729.459,9850.973,369.3,68.313,142.8,68.31263267090469
1993-04-01,6808.939,9908.347,377.75199999999995,68.719,143.8,68.71922228803655
1993-07-01,6882.098000000001,9955.641,388.407,69.128,144.5,69.12762322385872
1993-10-01,7013.738,10091.049,399.212,69.505,145.6,69.50454804054563
1994-01-01,7115.651999999999,10188.954,410.295,69.837,146.3,69.83692339763236
1994-04-01,7246.931,10327.019,419.69800000000004,70.17399999999999,147.2,70.17447145202308
1994-07-01,7331.075,10387.382,428.0,70.577,148.4,70.5767343494251
1994-10-01,7455.2880000000005,10506.372,431.14,70.96,149.4,70.95968046819588
1995-01-01,7522.289000000001,10543.643999999998,438.925,71.344,150.5,71.34429994032425
1995-04-01,7580.996999999999,10575.1,446.334,71.687,151.8,71.68723700012293
1995-07-01,7683.125,10665.06,449.925,72.04,152.6,72.0401479222808
1995-10-01,7772.585999999999,10737.478000000001,451.49800000000005,72.387,153.5,72.38744517101688
1996-01-01,7868.468000000001,10817.896,458.708,72.736,154.7,72.73565950347461
1996-04-01,8032.84,10998.322,460.45300000000003,73.03699999999999,156.1,73.03695963802478
1996-07-01,8131.408,11096.976,467.88800000000003,73.27600000000001,157.0,73.27589065705828
1996-10-01,8259.771,11212.205,471.73199999999997,73.668,158.2,73.66767732127624
1997-01-01,8362.655,11284.587,483.05400000000003,74.107,159.4,74.10687692868159
1997-04-01,8518.825,11472.136999999999,487.70599999999996,74.257,159.9,74.25665331576847
1997-07-01,8662.823,11615.636,495.168,74.579,160.4,74.57898129727894
1997-10-01,8765.907,11715.393,499.88599999999997,74.824,161.5,74.8238407367128
1998-01-01,8866.48,11832.486,514.557,74.933,162.0,74.93336565114042
1998-04-01,8969.699,11942.032,518.367,75.11,162.2,75.11032460807341
1998-07-01,9121.097,12091.614,523.75,75.433,163.2,75.4332465459119
1998-10-01,9293.991,12287.0,533.368,75.641,163.9,75.64084805078538
1999-01-01,9417.264000000001,12403.293,549.8969999999999,75.926,164.7,75.92551429688875
1999-04-01,9524.152,12498.694,557.531,76.20100000000001,165.9,76.20117749902509
1999-07-01,9681.856,12662.385,569.643,76.462,166.7,76.4615512796365
1999-10-01,9899.378,12877.593,586.813,76.873,168.1,76.87289076460175
2000-01-01,10002.857,12924.178999999998,621.627,77.396,169.3,77.39645976738639
2000-04-01,10247.679,13160.841999999999,599.97,77.865,170.9,77.86491928100043
2000-07-01,10319.825,13178.419,606.986,78.309,172.7,78.30852092348863
2000-10-01,10439.025,13260.506000000001,607.14,78.723,173.9,78.72267468526464
2001-01-01,10472.879,13222.69,619.575,79.204,175.6,79.20384581352207
2001-04-01,10597.822,13299.983999999999,623.389,79.683,176.4,79.6829680396608
2001-07-01,10596.294,13244.784,639.0,80.00399999999999,177.4,80.00352440628703
2001-10-01,10660.294,13280.858999999999,660.201,80.268,177.6,80.26810615186865
2002-01-01,10788.952,13397.002,676.691,80.533,177.7,80.53258482756067
2002-04-01,10893.207,13478.152,686.698,80.821,179.3,80.82122089141004
2002-07-01,10992.051000000001,13538.072,701.747,81.194,180.0,81.19362195739542
2002-10-01,11071.463,13559.032,706.748,81.654,181.2,81.65378619948682
2003-01-01,11183.507,13634.253,722.683,82.025,182.6,82.0250805086278
2003-04-01,11312.875,13751.543,734.238,82.266,183.2,82.26622277950918
2003-07-01,11567.326000000001,13985.073,742.471,82.712,183.7,82.71194580106948
2003-10-01,11769.275,14145.645,749.7139999999999,83.20100000000001,184.9,83.20069533768167
2004-01-01,11920.169,14221.146999999999,760.057,83.82,186.3,83.82002520612438
2004-04-01,12108.987,14329.523000000001,765.55,84.50399999999999,187.4,84.50376889726195
2004-07-01,12303.34,14464.983999999999,781.885,85.056,189.1,85.0560221843315
2004-10-01,12522.425,14609.876,787.783,85.712,190.8,85.71205532476797
2005-01-01,12761.337,14771.601999999999,797.2080000000001,86.391,191.6,86.3910156799513
2005-04-01,12910.021999999999,14839.782,799.687,86.99600000000001,193.7,86.99603538650365
2005-07-01,13142.873,14972.053999999998,807.557,87.78299999999999,194.9,87.78269835254402
2005-10-01,13332.316,15066.597,812.16,88.48899999999999,199.1,88.48923217366205
2006-01-01,13603.933,15267.026000000002,828.699,89.10700000000001,199.3,89.10663412769455
2006-04-01,13749.806,15302.705,832.577,89.852,200.7,89.85212745066967
2006-07-01,13867.469,15326.368,835.9860000000001,90.48100000000001,202.9,90.48111724839178
2006-10-01,14037.228000000001,15456.928,833.211,90.815,201.9,90.81512186638898
2007-01-01,14208.569,15493.328000000001,847.1030000000001,91.708,203.437,91.70766280814553
2007-04-01,14382.363000000001,15582.085,846.1569999999999,92.301,205.90400000000002,92.3006324249932
2007-07-01,14535.003,15666.738000000001,852.857,92.77600000000001,207.60299999999998,92.77619246584706
2007-10-01,14681.501,15761.966999999999,851.617,93.145,209.19,93.14510682581685
2008-01-01,14651.038999999999,15671.383,855.0060000000001,93.48899999999999,212.174,93.489126007577
2008-04-01,14805.611,15752.308,852.832,93.99,213.942,93.99010608477182
2008-07-01,14835.187,15667.032,872.666,94.69,219.016,94.6904748774369
2008-10-01,14559.543,15328.027,1135.7930000000001,94.986,216.995,94.98641279794197
2009-01-01,14394.546999999999,15155.94,1737.5610000000001,94.976,211.933,94.97627332913694
2009-04-01,14352.85,15134.117,1781.8229999999999,94.838,212.709,94.83771005602772
2009-07-01,14420.312,15189.222,1695.747,94.93799999999999,214.726,94.93779207387976
2009-10-01,14628.021,15356.058,1964.315,95.259,216.50900000000001,95.25895903753424
2010-01-01,14721.35,15415.145,2018.743,95.499,217.488,95.49926387328826
2010-04-01,14926.098,15557.277,2037.644,95.943,217.403,95.9428696937131
2010-07-01,15079.917,15671.966999999999,2017.6429999999998,96.22200000000001,217.605,96.22223553686656
2010-10-01,15240.843,15750.625,1987.401,96.76299999999999,219.035,96.76341732470934
2011-01-01,15285.828000000001,15712.753999999999,2065.9970000000003,97.28299999999999,221.187,97.28293334192085
2011-04-01,15496.188999999998,15825.096000000001,2523.424,97.92200000000001,224.093,97.92161134441142
2011-07-01,15591.85,15820.7,2706.778,98.553,225.395,98.55347740618303
2011-10-01,15796.46,16004.107,2663.548,98.70299999999999,226.75,98.70253929194548
2012-01-01,16019.758,16129.418,2659.039,99.32,227.842,99.3201242599082
2012-04-01,16152.257,16198.806999999999,2665.1009999999997,99.713,229.187,99.71263315872582
2012-07-01,16257.151000000002,16220.667,2672.63,100.225,228.59,100.22492293319382
2012-10-01,16358.863000000001,16239.138,2634.377,100.73700000000001,231.638,100.73726203940137
2013-01-01,16569.591,16382.964,2760.986,101.139,231.679,101.13915284193995
2013-04-01,16637.926,16403.18,3035.849,101.431,231.797,101.4311005548924
2013-07-01,16848.748,16531.685,3314.256,101.91799999999999,232.9,101.91791096914801
2013-10-01,17083.137,16663.648999999998,3610.435,102.51700000000001,233.669,102.51738379751039
2014-01-01,17102.932,16621.696,3749.5409999999997,102.895,235.347,102.89522802005284
2014-04-01,17425.766,16830.111,3952.139,103.539,236.463,103.53922205266501
2014-07-01,17719.836,17033.572,4013.81,104.029,237.485,104.02889071065071
2014-10-01,17838.453999999998,17113.945,4018.823,104.23299999999999,237.447,104.23344237696217
2015-01-01,17970.422,17254.744,4037.175,104.148,234.83599999999998,104.14771728864827
2015-04-01,18221.299,17397.029,4075.81,104.738,236.165,104.73799290671988
2015-07-01,18331.093,17438.802,3994.3940000000002,105.117,237.993,105.1166989567288
2015-10-01,18354.372,17456.225,4076.198,105.145,237.764,105.14513876854818
2016-01-01,18409.13,17523.374,3796.011,105.055,237.99,105.05471149562864
2016-04-01,18640.732,17622.486,3899.498,105.77799999999999,238.843,105.77810644877232
2016-07-01,18799.648,17706.705,3793.47,106.17200000000001,240.058,106.17248098954603
2016-10-01,18979.245,17784.185,3588.0440000000003,106.72,241.667,106.71979064545268
2017-01-01,19162.55,17863.023,3609.6540000000005,107.275,244.028,107.27495564440575
2017-04-01,19359.123,17995.15,3840.1090000000004,107.58,244.08700000000002,107.57967007777094
2017-07-01,19588.074,18120.843,3807.393,108.09700000000001,244.236,108.09692462983097
2017-10-01,19831.828999999998,18223.758,3849.7859999999996,108.824,246.583,108.82403618397475
2018-01-01,20041.047,18323.963,3841.046,109.37100000000001,249.245,109.37070217834429
2018-04-01,20411.87,18514.595,3743.6079999999997,110.24700000000001,250.013,110.24745612852993
